Product Name,Product Cost,Rooms
Palandöken / Yenişehir,13000.0,3+1
Aziziye / Merkez,16000.0,1+1
Yakutiye / Lalapaşa,17500.0,3+1
Yakutiye / Terminal,16000.0,3+1
Palandöken / Yenişehir,14000.0,2+1
Yakutiye / İstasyon,15000.0,3+1
Aziziye / Merkez,12000.0,1+1
Yakutiye / Terminal,12000.0,1+1
Aziziye / Merkez,15500.0,1+1
Yakutiye / Merkez,13000.0,3+1
Aziziye / Merkez,13000.0,2+1
Palandöken / Yenişehir,15000.0,3+1
Palandöken,12000.0,3+1
Yakutiye / İstasyon,18500.0,3+1
Yakutiye / Terminal,18000.0,5+1
Aziziye / Merkez,15500.0,2+1
Palandöken / Yıldızkent,15500.0,1+1
Yakutiye / İstasyon,17500.0,1+1
Yakutiye / İstasyon,17750.0,3+1
Yakutiye / Terminal,19000.0,3+1
Yakutiye / Terminal,15500.0,3+1
Palandöken / Yıldızkent,17500.0,3+1
Yakutiye / Terminal,10000.0,2+1
Aziziye / Merkez,17500.0,2+0
Yakutiye / Terminal,17000.0,3+1
Yakutiye / İstasyon,18000.0,1+1
Palandöken / Yıldızkent,19000.0,3+1
Yakutiye / Merkez,10000.0,3+1
Yakutiye / Terminal,15500.0,3+1
Palandöken / Yenişehir,11000.0,3+1
Palandöken,11000.0,3+1
Yakutiye / Merkez,10100.0,3+1
Palandöken,16000.0,3+1
Palandöken / Yıldızkent,18000.0,2+1
Palandöken / Yıldızkent,16000.0,1+1
Horasan,15500.0,3+1
Aziziye / Merkez,16500.0,1+1
Palandöken / Yıldızkent,15500.0,2+1
Pasinler,17000.0,3+1
Aziziye / Merkez,15500.0,2+0
Palandöken,10500.0,2+1
Yakutiye / Terminal,10500.0,3+1
Yakutiye / Terminal,16000.0,2+1
Aziziye / Merkez,17250.0,2+1
Palandöken,19500.0,3+1
Palandöken,14000.0,3+1
Palandöken / Yıldızkent,14750.0,2+1
Palandöken / Yenişehir,17000.0,3+1
Yakutiye / Yağan,11000.0,3+1
Oltu,14000.0,Stüdyo (1+0)
Aşkale,18000.0,3+1
Yakutiye / Terminal,18000.0,3+1
Yakutiye / Merkez,16500.0,3+1
Yakutiye / İstasyon,19500.0,2+1
Palandöken / Yıldızkent,15000.0,3+1
Yakutiye / İstasyon,16000.0,1+1
Aziziye / Merkez,13500.0,3+1
Aziziye / Merkez,15000.0,2+1
Palandöken,14000.0,2+1
Yakutiye / Terminal,10500.0,1+1
Yakutiye / Lalapaşa,17000.0,3+1
Aziziye / Merkez,18500.0,1+1
Aziziye / Merkez,17500.0,1+1
Palandöken / Yenişehir,12500.0,3+1
Aziziye / Merkez,18000.0,2+1
Yakutiye / Merkez,14750.0,3+1
Palandöken,16000.0,2+1
Yakutiye / Terminal,19000.0,3+1
Aziziye / Merkez,18000.0,3+1
Palandöken / Yenişehir,16000.0,3+1
Yakutiye / İstasyon,19000.0,3+1
Palandöken / Yenişehir,15500.0,2+1
Aziziye / Merkez,11000.0,2+1
Aziziye / Merkez,17500.0,1+1
Aziziye / Merkez,17250.0,1+1
Palandöken,19000.0,3+1
Yakutiye / Lalapaşa,15000.0,3+1
Yakutiye / Merkez,14000.0,2+1
Yakutiye / Terminal,13000.0,3+1
Yakutiye / Yağan,10000.0,3+1
Palandöken / Yenişehir,18500.0,3+1
Palandöken,12500.0,3+1
Palandöken / Yenişehir,12500.0,3+1
Palandöken / Yıldızkent,17750.0,2+1
Palandöken,11500.0,3+1
Aziziye / Dadaşkent,17500.0,1+1
Yakutiye / Lalapaşa,18750.0,3+1
Palandöken / Yıldızkent,19750.0,2+1
Horasan,13500.0,3+1
Aziziye / Dadaşkent,16500.0,2+1
Palandöken / Yıldızkent,16500.0,2+1
Palandöken / Yenişehir,10500.0,3+1
Yakutiye / Terminal,17500.0,3+1
Palandöken / Yenişehir,11500.0,3+1
Palandöken / Yıldızkent,14900.0,2+1
Yakutiye / Terminal,10000.0,1+1
Palandöken / Yıldızkent,14000.0,1+1
Yakutiye / Yağan,13500.0,4+1
Aziziye / Merkez,18250.0,2+1
Horasan / Bağbaşı,15000.0,3+1
Palandöken,15500.0,3+1
Yakutiye / İstasyon,18500.0,3+1
Palandöken / Yıldızkent,17500.0,2+1
Yakutiye / İstasyon,15000.0,2+1
Palandöken / Yıldızkent,16500.0,2+1
Aziziye / Merkez,16000.0,2+1
Yakutiye / İstasyon,16500.0,3+1
Yakutiye / Terminal,18000.0,3+1
Palandöken / Yıldızkent,17500.0,2+1
Aziziye / Merkez,12500.0,2+1
Yakutiye / Terminal,17500.0,3+1
Palandöken / Yenişehir,11000.0,3+1
Yakutiye / Terminal,14400.0,2+1
Palandöken,15000.0,3+1
Yakutiye / Terminal,14000.0,2+1
Aziziye / Merkez,16500.0,2+1
Aziziye / Merkez,17500.0,1+1
Aziziye / Merkez,14000.0,3+1
Aziziye / Merkez,13500.0,2+1
Palandöken / Yıldızkent,19000.0,3+1
Palandöken,15000.0,2+1
Yakutiye / Merkez,15750.0,4+1
Horasan,15500.0,3+1
Palandöken / Yıldızkent,12000.0,3+1
Palandöken / Yenişehir,12000.0,3+1
Yakutiye / Terminal,17500.0,3+1
Aziziye / Merkez,13000.0,1+1
Yakutiye / Lalapaşa,14750.0,1+1
Palandöken,12000.0,3+1
Palandöken / Yenişehir,11500.0,3+1
Palandöken,12000.0,3+1
Yakutiye / Terminal,16000.0,2+1
Yakutiye / Lalapaşa,13200.0,3+1
Yakutiye / Terminal,15250.0,3+1
Yakutiye / Terminal,17000.0,3+1
Yakutiye / Lalapaşa,14500.0,2+1
Palandöken,17500.0,3+1
Yakutiye / Merkez,18500.0,3+1
Yakutiye / Yağan,18500.0,3+1
Yakutiye / Terminal,16500.0,3+1
Yakutiye / Terminal,18500.0,3+1
Palandöken / Yıldızkent,16750.0,2+1
Palandöken / Yenişehir,12000.0,3+1
Yakutiye / Terminal,18500.0,3+1
Yakutiye / İstasyon,19750.0,2+1
Yakutiye / Terminal,17000.0,3+1
Yakutiye / Terminal,10500.0,1+1
Aziziye / Merkez,14500.0,1+1
Palandöken / Yıldızkent,15500.0,1+1
Palandöken,19000.0,3+1
Yakutiye / Terminal,19000.0,4+1
Aziziye / Merkez,17500.0,1+1
Horasan,18000.0,3+1
Palandöken / Yenişehir,14500.0,3+1
Palandöken / Yenişehir,18000.0,3+1
Palandöken / Yıldızkent,12500.0,1+1
Palandöken,12000.0,3+1
Horasan / Bağbaşı,13500.0,3+1
Yakutiye / Terminal,18750.0,2+1
Aziziye / Merkez,14500.0,2+1
Yakutiye / Terminal,10250.0,3+1
Aziziye / Merkez,15500.0,1+1
Yakutiye / Lalapaşa,15000.0,1+1
Aziziye / Merkez,17000.0,2+1
Yakutiye / Yağan,11000.0,3+1
Hınıs,14000.0,3+1
Yakutiye / Merkez,18750.0,3+1
Palandöken / Yenişehir,15000.0,2+1
Palandöken / Yıldızkent,16500.0,1+1
Yakutiye / Lalapaşa,16500.0,3+1
Palandöken / Yıldızkent,18000.0,2+1
Yakutiye / Merkez,18000.0,3+1
Aziziye / Merkez,18500.0,1+1
Yakutiye / İstasyon,16500.0,4+1
Palandöken / Yıldızkent,17250.0,2+1
Aziziye / Merkez,15500.0,3+1
Yakutiye / İstasyon,19000.0,1+1
Palandöken / Yenişehir,10000.0,3+1
Palandöken / Yıldızkent,18000.0,2+1
Yakutiye / Lalapaşa,16000.0,Stüdyo (1+0)
Palandöken,17500.0,3+1
Aziziye / Merkez,16250.0,2+1
Palandöken / Yenişehir,17000.0,3+1
Yakutiye / Merkez,18500.0,3+1
Aziziye / Merkez,17500.0,1+1
Yakutiye / Terminal,18000.0,3+1
Yakutiye / Merkez,16000.0,3+1
Aziziye / Merkez,14000.0,1+1
Aziziye / Merkez,19000.0,1+1
Yakutiye / Merkez,16000.0,4+1
Palandöken / Yenişehir,14000.0,3+1
Yakutiye / İstasyon,13750.0,1+1
Yakutiye / Merkez,13000.0,4+1
Yakutiye / Merkez,13500.0,3+1
Aziziye / Merkez,15500.0,1+1
Aziziye / Merkez,16000.0,2+1
Yakutiye / Lalapaşa,15500.0,3+1
Palandöken,18000.0,3+1
Palandöken / Yıldızkent,16500.0,2+1
Aziziye / Merkez,15000.0,1+1
Aziziye / Merkez,18500.0,1+1
Palandöken / Yıldızkent,15750.0,1+1
Palandöken / Yıldızkent,17000.0,3+1
Palandöken / Yıldızkent,12500.0,2+1
Palandöken / Yenişehir,13000.0,3+1
Palandöken / Yıldızkent,16000.0,2+1
Aziziye / Merkez,12000.0,1+1
Yakutiye / Merkez,19000.0,3+1
Palandöken / Yenişehir,12500.0,3+1
Aziziye / Merkez,16750.0,1+1
Aziziye / Merkez,18750.0,1+1
Yakutiye / Terminal,18500.0,2+1
Yakutiye / Merkez,18500.0,3+1
Aziziye / Merkez,17500.0,1+1
Yakutiye / Lalapaşa,10500.0,3+1
Aziziye / Merkez,18000.0,1+1
Aziziye / Merkez,15000.0,1+1
Yakutiye / Terminal,15500.0,3+1
Yakutiye / Merkez,18000.0,3+1
Aziziye / Merkez,15500.0,2+1
Palandöken / Yenişehir,10500.0,3+1
Palandöken,11000.0,3+1
Yakutiye / Yağan,13000.0,3+1
Yakutiye / Terminal,12000.0,3+1
Yakutiye / Terminal,17000.0,3+1
Palandöken,15500.0,2+1
Palandöken / Yıldızkent,13000.0,2+1
Aziziye / Merkez,17500.0,2+1
Palandöken,13250.0,3+1
Yakutiye / Terminal,16200.0,2+1
Yakutiye / Lalapaşa,12500.0,1+1
Palandöken / Yıldızkent,15750.0,1+1
Yakutiye / Merkez,12000.0,2+1
Palandöken / Yıldızkent,16250.0,2+1
Yakutiye / Terminal,17750.0,3+1
Pasinler,14000.0,3+1
Yakutiye / Lalapaşa,15000.0,1+1
Yakutiye / Merkez,14000.0,3+1
Palandöken / Yıldızkent,18000.0,2+1
Yakutiye / Lalapaşa,17000.0,3+1
Aziziye / Merkez,13750.0,3+1
Yakutiye / Lalapaşa,13000.0,3+1
Yakutiye / İstasyon,19750.0,3+1
Yakutiye / Merkez,16750.0,3+1
Aziziye / Merkez,15850.0,1+1
Palandöken,18000.0,3+1
Aziziye / Merkez,17500.0,1+1
Yakutiye / Merkez,17000.0,3+1
Palandöken / Yıldızkent,17000.0,2+0
Palandöken / Yıldızkent,17500.0,2+1
Yakutiye / Merkez,16000.0,1+1
Yakutiye / Yağan,11000.0,3+1
Palandöken,18000.0,3+1
Aziziye / Merkez,11000.0,2+1
Yakutiye / Merkez,17000.0,3+1
Palandöken / Yıldızkent,16000.0,1+1
Aziziye / Merkez,16000.0,1+1
Palandöken,14250.0,2+1
Aziziye / Merkez,17000.0,1+1
Aziziye / Merkez,18000.0,1+1
Horasan / Bağbaşı,15000.0,3+1
Yakutiye / Merkez,14000.0,3+1
Palandöken / Yıldızkent,18250.0,2+1
Palandöken,19750.0,3+1
Yakutiye / Lalapaşa,17000.0,3+1
Palandöken / Yenişehir,14950.0,3+1
Palandöken / Yenişehir,13500.0,3+1
Yakutiye / Merkez,15500.0,3+1
Palandöken / Yıldızkent,13500.0,3+1
Yakutiye / Lalapaşa,16500.0,3+1
Palandöken / Yıldızkent,18000.0,1+1
Palandöken / Yenişehir,12000.0,3+1
Aziziye / Merkez,18000.0,1+1
Aziziye / Merkez,10000.0,2+1
Palandöken,19500.0,3+1
Aziziye / Merkez,19500.0,2+1
Palandöken / Yenişehir,13000.0,3+1
Palandöken,16500.0,3+1
Palandöken / Yenişehir,10500.0,3+1
Yakutiye / Terminal,14000.0,3+1
Palandöken / Yıldızkent,16500.0,2+1
Yakutiye / Terminal,17500.0,3+1
Aziziye / Merkez,18000.0,2+0
Aziziye / Merkez,18500.0,2+1
Yakutiye / Terminal,15750.0,2+1
Aziziye / Merkez,16500.0,2+1
Aziziye / Merkez,18000.0,1+1
Palandöken / Yıldızkent,16000.0,1+1
Yakutiye / Lalapaşa,12500.0,2+1
Palandöken / Yıldızkent,17200.0,1+1
Yakutiye / Yağan,13500.0,3+1
Aziziye / Dadaşkent,18000.0,1+1
Palandöken,14000.0,3+1
Palandöken / Yıldızkent,17000.0,2+1
Yakutiye / Lalapaşa,15500.0,2+1
Yakutiye / Lalapaşa,18500.0,1+1
Palandöken / Yıldızkent,16500.0,2+1
Yakutiye / Lalapaşa,18250.0,2+0
Yakutiye / İstasyon,16000.0,3+1
Yakutiye / Merkez,16000.0,3+1
Aziziye / Merkez,11750.0,2+1
Aziziye / Merkez,15750.0,3+1
Aziziye / Merkez,16000.0,1+1
Yakutiye / Merkez,18500.0,1+1
Palandöken / Yıldızkent,15500.0,2+1
Yakutiye / Terminal,15500.0,2+1
Palandöken / Yenişehir,17000.0,3+1
Aziziye / Merkez,19750.0,3+1
Aziziye / Merkez,16500.0,1+1
Palandöken / Yenişehir,11000.0,3+1
Yakutiye / Merkez,17500.0,3+1
Palandöken / Yıldızkent,14250.0,2+1
Aziziye / Merkez,14500.0,1+1
Yakutiye / Lalapaşa,12000.0,2+1
Aziziye / Merkez,10500.0,3+1
Palandöken,10000.0,2+1
Palandöken / Yenişehir,12500.0,3+1
Yakutiye / Lalapaşa,19000.0,3+1
Aziziye / Merkez,17000.0,1+1
Palandöken / Yenişehir,10500.0,3+1
Yakutiye / Terminal,17000.0,3+1
Palandöken / Yenişehir,14000.0,2+1
Aziziye / Merkez,17000.0,1+1
Palandöken / Yenişehir,16000.0,3+1
Palandöken / Yıldızkent,19000.0,2+1
Palandöken,18500.0,3+1
Yakutiye / İstasyon,17000.0,3+1
Yakutiye / Lalapaşa,19000.0,2+1
Aziziye / Merkez,14500.0,1+1
Palandöken,13500.0,3+1
Aziziye / Merkez,12500.0,1+1
Yakutiye / İstasyon,17500.0,1+1
Yakutiye / Lalapaşa,13000.0,1+1
Yakutiye / Terminal,17500.0,3+1
Palandöken / Yıldızkent,12750.0,2+1
Palandöken,15000.0,3+1
Palandöken,15000.0,2+1
Yakutiye / Lalapaşa,18000.0,4+1
Palandöken / Yıldızkent,18250.0,2+1
Yakutiye / Lalapaşa,18000.0,2+1
Aziziye / Merkez,16000.0,3+1
Yakutiye / Terminal,17000.0,3+1
Yakutiye / Lalapaşa,10500.0,2+1
Yakutiye / Terminal,12000.0,1+1
Palandöken / Yenişehir,13500.0,3+1
Yakutiye / Merkez,18000.0,3+1
Palandöken / Yıldızkent,17500.0,2+1
Aziziye / Merkez,13500.0,3+1
Palandöken / Yıldızkent,16000.0,3+1
Palandöken / Yıldızkent,18750.0,2+1
Palandöken,17000.0,4+1
Palandöken / Yenişehir,13500.0,3+1
Aziziye / Merkez,18250.0,2+1
Palandöken,15500.0,3+1
Aziziye / Merkez,10000.0,3+1
Palandöken / Yıldızkent,15500.0,2+1
Yakutiye / Yağan,12000.0,2+1
Aziziye / Merkez,18500.0,2+1
Yakutiye / Terminal,17500.0,3+1
Yakutiye / Terminal,10000.0,3+1
Aziziye / Merkez,19000.0,1+1
Yakutiye / Merkez,14500.0,4+1
Aziziye / Merkez,10000.0,1+1
Yakutiye / Lalapaşa,10000.0,2+1
Yakutiye / Lalapaşa,10000.0,2+1
Aziziye / Merkez,16250.0,1+1
Yakutiye / İstasyon,16500.0,3+1
Aziziye / Merkez,19500.0,2+1
Aziziye / Merkez,14500.0,2+1
Palandöken,12500.0,3+1
Yakutiye / Lalapaşa,10000.0,Stüdyo (1+0)
Aziziye / Merkez,15750.0,2+1
Yakutiye / Lalapaşa,17000.0,2+1
Aziziye / Merkez,17000.0,2+1
Aziziye / Merkez,15500.0,3+1
Aziziye / Merkez,16000.0,1+1
Palandöken / Yenişehir,18000.0,3+1
Aziziye / Merkez,15000.0,1+1
Palandöken / Yıldızkent,17700.0,3+1
Palandöken / Yıldızkent,17000.0,2+1
Yakutiye / Terminal,17000.0,3+1
Yakutiye / İstasyon,16500.0,3+1
Aziziye / Merkez,14250.0,3+1
Palandöken / Yıldızkent,18250.0,3+1
Yakutiye / Merkez,15000.0,3+1
Aşkale,11000.0,2+1
Aziziye / Merkez,13000.0,3+1
Aziziye / Merkez,19000.0,1+1
Palandöken / Yıldızkent,13000.0,1+1
Yakutiye / Merkez,14500.0,3+1
Palandöken / Yıldızkent,14000.0,2+1
Palandöken / Yenişehir,15000.0,3+1
Palandöken / Yenişehir,11000.0,3+1
Aziziye / Merkez,17500.0,3+1
Yakutiye / İstasyon,16000.0,2+1
Palandöken / Yenişehir,14000.0,3+1
Yakutiye / Lalapaşa,12000.0,3+1
Yakutiye / Terminal,18500.0,3+1
Yakutiye / Merkez,10000.0,2+1
Palandöken / Yenişehir,13000.0,3+1
Yakutiye / Merkez,17500.0,3+1
Yakutiye / Merkez,13500.0,3+1
Yakutiye / Terminal,17000.0,3+1
Palandöken / Yenişehir,14000.0,2+1
Palandöken / Yenişehir,12500.0,3+1
Palandöken / Yıldızkent,15000.0,2+1
Palandöken / Yıldızkent,17000.0,2+1
Palandöken,18150.0,3+1
Palandöken,10250.0,3+1
Palandöken,10000.0,2+1
Palandöken / Yıldızkent,15500.0,3+1
Yakutiye / Terminal,11500.0,3+1
Aziziye / Merkez,19500.0,1+1
Yakutiye / Terminal,18000.0,3+1
Palandöken / Yıldızkent,17750.0,2+1
Palandöken / Yenişehir,10000.0,2+1
Palandöken,10500.0,1+1
Aziziye / Merkez,19000.0,1+1
Palandöken / Yıldızkent,17500.0,2+1
Palandöken / Yenişehir,14000.0,2+1
Aziziye / Merkez,15000.0,1+1
Palandöken / Yenişehir,17250.0,3+1
Palandöken / Yenişehir,16500.0,3+1
Yakutiye / İstasyon,19000.0,3+1
Palandöken / Yıldızkent,18000.0,1+1
Yakutiye / İstasyon,17500.0,1+1
Palandöken / Yıldızkent,15500.0,2+1
Palandöken,14000.0,3+1
Palandöken,11000.0,3+1
Aziziye / Dadaşkent,15000.0,2+1
Yakutiye / Lalapaşa,17000.0,3+1
Palandöken / Yıldızkent,13000.0,3+1
Aziziye / Merkez,19500.0,2+1
Palandöken,19900.0,4+1
Aziziye / Merkez,12500.0,1+1
Yakutiye / Terminal,17000.0,3+1
Palandöken / Yenişehir,17300.0,3+1
Palandöken,14500.0,3+1
Yakutiye / Lalapaşa,17000.0,2+1
Palandöken / Yıldızkent,15000.0,2+1
Palandöken,14500.0,3+1
Aziziye / Merkez,17500.0,2+1
Yakutiye / Merkez,18000.0,2+1
Palandöken,15500.0,2+1
Yakutiye / Terminal,15000.0,3+1
Yakutiye / Yağan,11000.0,3+1
Aziziye / Merkez,16000.0,1+1
Palandöken / Yıldızkent,19250.0,1+1
Palandöken / Yenişehir,19000.0,3+1
Yakutiye / Merkez,15000.0,4+1
Aziziye / Merkez,13000.0,2+1
Yakutiye / Terminal,19000.0,3+1
Palandöken / Yenişehir,12000.0,2+1
Yakutiye / Merkez,16000.0,3+1
Palandöken / Yıldızkent,15500.0,1+1
Palandöken,13500.0,3+1
Yakutiye / Lalapaşa,17000.0,3+1
Palandöken,17500.0,2+1
Palandöken,13999.0,3+1
Yakutiye / Merkez,16000.0,2+1
Aziziye / Merkez,12000.0,1+1
Yakutiye / Yağan,15000.0,Stüdyo (1+0)
Palandöken / Yıldızkent,12500.0,3+1
Yakutiye / Merkez,16000.0,3+1
Palandöken,14000.0,3+1
Palandöken / Yıldızkent,17000.0,3+1
Aziziye / Merkez,17500.0,1+1
Palandöken / Yıldızkent,15000.0,3+1
Palandöken,13500.0,3+1
Aziziye / Merkez,13000.0,1+1
Aziziye / Merkez,16500.0,2+1
Palandöken / Yıldızkent,13500.0,3+1
Yakutiye / Merkez,13500.0,3+1
Palandöken / Yenişehir,15000.0,3+1
Aziziye / Merkez,17500.0,2+0
Aziziye / Merkez,17500.0,1+1
Yakutiye / Terminal,13000.0,3+1
Palandöken,12500.0,3+1
Yakutiye / Terminal,18000.0,3+1
Aziziye / Merkez,14250.0,3+1
Palandöken / Yenişehir,16000.0,3+1
Pasinler,12500.0,2+1
Palandöken / Yıldızkent,14900.0,2+1
Palandöken,18000.0,4+1
Palandöken,13250.0,3+1
Yakutiye / Terminal,15000.0,3+1
Palandöken / Yenişehir,12500.0,2+1
Palandöken / Yıldızkent,15750.0,2+1
Aziziye / Merkez,14500.0,3+1
Yakutiye / Yağan,15000.0,3+1
Palandöken / Yenişehir,14500.0,2+1
Palandöken / Yıldızkent,14750.0,2+1
Yakutiye / Yağan,11000.0,3+1
Palandöken / Yıldızkent,16000.0,2+1
Yakutiye / İstasyon,18750.0,2+1
Yakutiye / Terminal,16300.0,3+1
Palandöken / Yıldızkent,14500.0,3+1
Aziziye / Merkez,17000.0,Stüdyo (1+0)
Palandöken,15000.0,2+1
Palandöken / Yıldızkent,17000.0,3+1
Palandöken,15000.0,3+1
Aziziye / Merkez,17500.0,1+1
Palandöken / Yıldızkent,18000.0,3+1
Aziziye / Merkez,16000.0,2+1
Palandöken,15000.0,2+1
Aziziye / Merkez,17000.0,Stüdyo (1+0)
Aziziye / Merkez,17500.0,2+1
Yakutiye / Merkez,19000.0,3+1
Yakutiye / Lalapaşa,16000.0,4+1
Palandöken,10300.0,3+1
Yakutiye / Terminal,10000.0,3+1
Palandöken / Yenişehir,10250.0,3+1
Palandöken,15000.0,2+1
Palandöken,17500.0,3+1
Palandöken / Yıldızkent,13000.0,1+1
Yakutiye / Yağan,13000.0,3+1
Aşkale,11500.0,2+1
Palandöken,10250.0,3+1
Aziziye / Merkez,11000.0,3+1
Yakutiye / Merkez,15500.0,3+1
Yakutiye / Yağan,17500.0,4+1
Aziziye / Merkez,13500.0,2+1
Palandöken / Yenişehir,16000.0,2+1
Palandöken,15000.0,2+1
Yakutiye / Merkez,13750.0,3+1
Palandöken,10500.0,2+1
Yakutiye / Lalapaşa,12500.0,3+1
Aziziye / Merkez,16500.0,1+1
Yakutiye / Terminal,18000.0,2+1
Yakutiye / Merkez,13750.0,2+1
Aziziye / Merkez,12500.0,3+1
Palandöken,18000.0,2+1
Palandöken,19000.0,3+1
Yakutiye / İstasyon,10000.0,3+1
Aziziye / Merkez,18500.0,2+1
Yakutiye / Lalapaşa,15500.0,1+1
Yakutiye / Merkez,13000.0,1+1
Aziziye / Merkez,16000.0,1+1
Palandöken / Yenişehir,10000.0,3+1
Yakutiye / Yağan,15000.0,2+1
Yakutiye / Lalapaşa,17500.0,3+1
Yakutiye / Terminal,19000.0,3+1
Aziziye / Merkez,17500.0,1+1
Yakutiye / Lalapaşa,11000.0,3+1
Palandöken,18000.0,2+1
Palandöken,18500.0,3+1
Aziziye / Merkez,15500.0,1+1
Palandöken,14000.0,3+1
Aziziye / Merkez,13000.0,3+1
Palandöken / Yıldızkent,18500.0,3+1
Palandöken,11500.0,3+1
Yakutiye / İstasyon,16500.0,3+1
